Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	avg.logFC	Direction	Significance
11	M2654	CYCLIN_D1_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/CYCLIN_D1_UP.V1_UP.html	Genes up-regulated in MCF-7 cells (breast cancer) over-expressing CCND1 [Gene ID=595] gene.	12914697	167/188	Pablo Tamayo	1e-04	0.000104347826086957	0.786333342841831	1	81.2328889223532
12	M2655	CSR_EARLY_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CSR_EARLY_UP.V1_DN.html	Genes down-regulated in early serum response of CRL 2091 cells (foreskin fibroblasts).	14737219	130/154	Pablo Tamayo	1e-04	0.000104347826086957	0.553177137102357	1	45.2900533031253
13	M2656	CSR_EARLY_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/CSR_EARLY_UP.V1_UP.html	Genes up-regulated in early serum response of CRL 2091 cells (foreskin fibroblasts).	14737219	148/164	Pablo Tamayo	1e-04	0.000104347826086957	0.480491298987503	-1	34.0849681846652
14	M2659	CSR_LATE_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CSR_LATE_UP.V1_DN.html	Genes down-regulated in late serum response of CRL 2091 cells (foreskin fibroblasts).	14737219	152/170	Pablo Tamayo	1e-04	0.000104347826086957	0.7119876963157	1	69.7719314770266
15	M2660	CSR_LATE_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/CSR_LATE_UP.V1_UP.html	Genes up-regulated in late serum response of CRL 2091 cells (foreskin fibroblasts).	14737219	153/172	Pablo Tamayo	1e-04	0.000104347826086957	0.521164506697462	-1	40.355058290949
16	M2673	PIGF_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PIGF_UP.V1_DN.html	Genes down-regulated in HUVEC cells (endothelium) by treatment with PIGF [Gene ID=5281].	15516835	160/194	Pablo Tamayo	1e-04	0.000104347826086957	0.732775357613199	1	72.9765105297457
17	M2674	PIGF_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/PIGF_UP.V1_UP.html	Genes up-regulated in HUVEC cells (endothelium) by treatment with PIGF [Gene ID=5281].	15516835	181/191	Pablo Tamayo	1e-04	0.000104347826086957	0.610990805548013	-1	54.202478236857
18	M2675	VEGF_A_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/VEGF_A_UP.V1_DN.html	Genes down-regulated in HUVEC cells (endothelium) by treatment with VEGFA [Gene ID=7422].	15516835	184/193	Pablo Tamayo	1e-04	0.000104347826086957	0.635730065900543	-1	58.0162269010716
19	M2676	VEGF_A_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/VEGF_A_UP.V1_UP.html	Genes up-regulated in HUVEC cells (endothelium) by treatment with VEGFA [Gene ID=7422].	15516835	176/196	Pablo Tamayo	1e-04	0.000104347826086957	0.767795369805602	1	78.3751167457921
20	M2677	BCAT_GDS748_DN	http://www.broadinstitute.org/gsea/msigdb/cards/BCAT_GDS748_DN.html	Genes down-regulated in HEK293 cells (kidney fibroblasts) expressing constitutively active form of CTNNB1 [Gene ID=1499] gene.	15592430	41/47	Pablo Tamayo	1e-04	0.000104347826086957	0.610438972353356	-1	54.1174088742728
